hour,0,1,2,3
0,0.12221680455543639,0.118196261682243,0.1287464953271028,0.2659517345591223
1,0.11664012307849446,0.08879595015576325,0.12219976635514018,0.21021038195855343
2,0.10848864971145498,0.07861214953271027,0.1200035046728972,0.18727077407557904
3,0.1038890378428068,0.07597507788161993,0.11143341121495327,0.15827857070296625
4,0.10094844492109699,0.07595794392523364,0.11041705607476636,0.15605886834620072
5,0.12355661100045963,0.07613862928348909,0.1161857476635514,0.17438637748882568
6,0.18679535008426537,0.09024766355140186,0.1753644859813084,0.20382383939455506
7,0.1434082273632603,0.09942834890965731,0.2192406542056075,0.221720627285656
8,0.13010291864562587,0.12614330218068537,0.23974766355140187,0.25917197277529336
9,0.1405205428731934,0.1504439252336449,0.2336658878504673,0.32723739130434637
10,0.1534977656912313,0.17083956386292834,0.22307943925233645,0.39067538043478045
11,0.1681939124661662,0.2044890965732087,0.271392523364486,0.4837043066842725
12,0.19306125836269852,0.2907881619937695,0.364321261682243,0.5673156816334801
13,0.21678545528828966,0.42249065420560744,0.30703037383177567,0.6305357903291323
14,0.1843695546703437,0.4195747663551402,0.2631728971962617,0.5664076980902057
15,0.17830865379704816,0.33968068535825546,0.2651355140186916,0.5491013927265322
16,0.17144543179612892,0.33570249221183796,0.24784345794392523,0.5973239816131641
17,0.17092731474388437,0.33276791277258566,0.22966471962616825,0.6539413434579435
18,0.17675702211327307,0.2940623052959501,0.2373481308411215,0.665955186407964
19,0.18997895919513816,0.2620545171339564,0.26828504672897197,0.5674162286672082
20,0.18900173637710024,0.2855389408099689,0.34425233644859815,0.4965273389882162
21,0.1780546320412645,0.30762928348909657,0.29922897196261683,0.4756556404916701
22,0.15096140391195548,0.2836043613707165,0.24674532710280372,0.3789336651767574
23,0.12868939717275185,0.2029718309859155,0.17199647887323943,0.32683583384364157
total_mean_consumption,3.726599207703368,5.132133824755386,5.316501151770435,9.514440006436068
