hour,0,1,2,3,4
0,0.1213185185185185,0.2591962962962963,0.2653111111111111,0.2139037037037037,0.28954444444444444
1,0.1082462962962963,0.18929814814814816,0.4285555555555556,0.14449629629629632,0.21971111111111113
2,0.08841481481481482,0.13805185185185184,0.4965777777777778,0.10941481481481481,0.16026666666666667
3,0.08007865168539326,0.10592883895131087,0.30274157303370786,0.11514606741573034,0.15282022471910114
4,0.08192777777777778,0.09649259259259259,0.2919333333333333,0.10414814814814816,0.16034444444444446
5,0.07979814814814815,0.09472592592592594,0.15025555555555556,0.0935037037037037,0.15055555555555555
6,0.07913888888888888,0.0941685185185185,0.1444222222222222,0.09654074074074075,0.15552222222222223
7,0.08444814814814815,0.09029259259259259,0.19381111111111113,0.18237777777777775,0.22334444444444443
8,0.12822777777777777,0.16806666666666667,0.22367777777777778,0.42351481481481484,0.2626
9,0.14035,0.17625185185185185,0.2047111111111111,0.3,0.2949777777777778
10,0.16913888888888887,0.18440185185185187,0.20793333333333333,0.22012592592592592,0.535988888888889
11,0.1542074074074074,0.2089296296296296,0.2129888888888889,0.2276888888888889,0.6145333333333334
12,0.1428074074074074,0.22433518518518522,0.21195555555555556,0.24065925925925927,0.8538111111111112
13,0.16546666666666668,0.22225925925925927,0.22864444444444443,0.3332185185185185,1.0433666666666666
14,0.22865925925925926,0.2939907407407408,0.3005111111111111,0.4605444444444444,0.9784777777777778
15,0.25290555555555555,0.37418703703703704,0.33551111111111115,0.4147814814814815,0.7431000000000001
16,0.17471851851851852,0.2727296296296296,0.2723888888888889,0.3416555555555556,0.5983
17,0.1454148148148148,0.23720740740740742,0.18733333333333332,0.2523592592592592,0.5474777777777778
18,0.14791851851851853,0.2390111111111111,0.1678888888888889,0.25805555555555554,0.49685555555555555
19,0.13017407407407408,0.23119259259259262,0.16821111111111112,0.2471888888888889,0.5429444444444445
20,0.1403851851851852,0.2386055555555556,0.18196666666666667,0.25202962962962966,0.622
21,0.1796296296296296,0.2874777777777778,0.1872111111111111,0.3346481481481482,0.5137777777777778
22,0.16858703703703704,0.35615555555555556,0.2243,0.46944074074074077,0.3911222222222222
23,0.14467777777777777,0.31877777777777777,0.4177,0.3243925925925926,0.42333333333333334
total_mean_consumption,3.3366397627965045,5.101734394506867,6.006541573033708,6.159834956304619,10.974775780274657
